Months since started cubing	Months since started speedcubing	Best 3x3 single	Best 3x3 Ao5	Best 3x3 Ao12	Best 3x3 Ao100	Known algorithm sets
						EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, ELL, CLL, CMLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune), 2GLL - T, 2GLL - U, 2GLL - L, 2GLL - H, 2GLL - Pi, 2GLL - S, 2GLL - AS, ZBLL - T, ZBLL - U, ZBLL - L, ZBLL - H, ZBLL - Pi, ZBLL - S, ZBLL - AS, ZZLL, Line (1LLL set), OLLCP (50% or greater), VHLS (intuitive is fine), Magic Wondeful, WV, SV, VLS, HLS, ELS, CLS, OLS, other (any), CPLS, TTLL, TLSE, I know full 1LLL
24	24	8.72	13.26	14.5	16.2	OCLL (the corners part of 2-look OLL), PLL
60	60	5	7.72	8.72	9.48	OLL, PLL, COLL - H (Doublesune), COLL - Pi (Bruno)
72	72	8.08	11.14	11.75	13.34	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune), VHLS (intuitive is fine)
60	12	8.12	12.58	13.52	14.42	OLL, PLL
36	48	15.81	20.8	24.26	25.74	EOLL (non-corner-preserving - the edge part of 2-look OLL), PLL
36	48	6.99	9.68	10.28	11.26	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL, CMLL
72	48	15.35	18.93	21.17	23.91	OLL, PLL
24	24	16.16	27.62	27.28	29.36	OLL, PLL, CMLL
72	72	20.66	26.68	29.15	32.7	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
48	72	17	22	23	25:00	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
3	3	37	46	48	51	COLL - U (Headlights), COLL - S (Sune)
12	12	26.05	31	35	38	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
24	18	17.32	21.05	22.54	24.23	PLL, oll
180	36	11.73	15.62	17.7	18.74	Just whatever I have for beginners method, OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno)
60	24	13.4	17.03	29.5	21.2	OLL, PLL, COLL - U (Headlights)
12	36	19.5	20			EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), CMLL, Eo for roux
120	18	12.67	19.87	19.89	23.45	OLL, PLL
6	6	10.38	17.08	19.63	20.95	OLL, PLL, COLL - T (Chameleon), COLL - H (Doublesune), COLL - S (Sune), COLL - AS (Antisune), ZBLL - S, VHLS (intuitive is fine)
3	24	31.75	34.3	36.61	41.17	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms)
72	72	9.78		14.84	15.61	OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, ELL, CLL
3	3	24.04	28.59	30.95	34.79	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
12	18	13	18	20	21	OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
3	18					
1	12	9.48	13.71	15.09	16.18	PLL, CMLL
12	12	13.9				EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
48	3	45.46	54.67	56.93		EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms)
60	60	5.53	8.08	8.95	9.55	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, CLL, CMLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune), 2GLL - T, 2GLL - U, 2GLL - H, 2GLL - Pi, VHLS (intuitive is fine)
48	48	7.68	11.23	11.76	13.05	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - H (Doublesune)
36	36	8	13	13.7	14	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - U (Headlights)
12	12	13.39	18.51	20.19	23.1	OLL, PLL
24	24	11.93	15.36	16.33	18.04	OLL, PLL
24	1	30.14	34.12	35.89	45.96	OLL, PLL
18	8					Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms)
36	24	6.92	10.22	11.36	12.85	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - H (Doublesune), OLS, other (any)
60	60	13.05	16.69	17.95	19.51	PLL
60	48	16.8	21.8			EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
180	36	8.76	12.32	13.58	15.13	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno)
72	48	6.25	8.91	9.16	10.07	OLL, PLL, COLL - T (Chameleon), COLL - U (Headlights), 2GLL - T, WV
60	3	19.4	23.3	26		Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
72	72	6.21	8.78	9.77	10.79	OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), WV, VLS
48	48	8.83	13.44	15.18	16.37	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
48	36	19.32	22.37	0	0	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
3	3	28.8	34.7	38.7		Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms)
48	36	10.49	13.55	14.7	16.39	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
3	3	29.95	36.72	45.81	26.41	OLL, PLL
72	72	8.97	13.67	14.02		EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
12	6	10	14	16	17	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
3	3	17.34	20.18	21.54	25.38	
3	3	23.64	29	32		OLL, PLL
12	12	19.9				OCLL (the corners part of 2-look OLL), OLL, PLL
60	60					OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, ELL, WV, SV
12	12	10.55	12	13.5	16	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno)
12	18	31.15	37.37	38.92	41.45	OCLL (the corners part of 2-look OLL), OLL, PLL
120	24	18.75	29	29	29	OLL, PLL
36	24	15	30			OLL, PLL
72	60	8.69	11.23	12.45	14.36	OLL, PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune), 2GLL - T, 2GLL - U, 2GLL - L, 2GLL - H, 2GLL - Pi, 2GLL - S, 2GLL - AS, WV
18	18	8.34	11.21	12.72	13.95	OCLL (the corners part of 2-look OLL), PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune)
48	48					OLL, PLL
3	6	11.8	17.36		19.76	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
36	24	9.62	12.45	13.57	14.82	Just whatever I have for beginners method, OLL, PLL
120	120	19.5	29.63	33.53	35.17	OLL, PLL
18	18	10.19	11.84			OLL, PLL
36	48	5.4	7.78	8.87		Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - H (Doublesune), VHLS (intuitive is fine), WV
24	24	7.87	10.19	10.88	12.21	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, ELL, CLL, CMLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune), 2GLL - T, 2GLL - U, 2GLL - L, VHLS (intuitive is fine)
12	12	8.05	9.73	11.09	12.84	OLL, PLL
72	48	5.85	7.86	8.83	9.63	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, CMLL, COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), 2GLL - U, VHLS (intuitive is fine)
12	12	7.04	9.9	11	12	Just whatever I have for beginners method, OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, ELL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune), VHLS (intuitive is fine), WV
72	60	12.96	20	21		OLL, PLL
12	6	35.5				I know Beginners Method, but I use CFOP
60	48	8.16	12.18	13.07	15.3	OLL, PLL
60	60	4.59	6.98	7.46	8.17	OLL, PLL, ELL, CLL, CMLL, COLL - H (Doublesune), COLL - Pi (Bruno), OLLCP (50% or greater), 3style
60	60	4.79	6.95	7.86	8.79	OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, ELL, CLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), 2GLL - U, VHLS (intuitive is fine), WV
24	24	8.47	13.83	14.16	15.38	CMLL, EOLR
72	72	4.64	6.45	7.02	7.75	OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, CMLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune), WV
18	18	11.79	14.2	15.84	16.77	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
72	48	11	15	15		PLL, CMLL
24	12	17.26	24.17	26.77	29.43	OLL, PLL
48	48	13.51	20.37	23.45	25.32	OLL, PLL
72	72	7.77	10.32	11.19	11.99	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, VHLS (intuitive is fine)
48	48					OLL, PLL
24	12	31.6	35.59	39.8		Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms)
48	36	18	22	25	26	OLL, PLL
72	72	13	18	19	22	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
60	60	6.76	10.68	11.86	12.98	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
24	24	5.98	8.93	9.33	10.88	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, CMLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune)
48	48	7.92	10.92	11.38	13.23	OLL, PLL
60	60	23.44	28.62	30.18	32.83	Just whatever I have for beginners method, OLL, PLL
18	3	20.49	28	30	34	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms)
24	24	7.55	9.73	10.61	11.49	PLL
12	6	14	16.2	18.6	19.4	EOLL (non-corner-preserving - the edge part of 2-look OLL), OLL, PLL
72	72	17:56	22	21	25	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms)
36	24	29.43	32.75	34.56		OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), 2GLL - T, 2GLL - U, 2GLL - L, 2GLL - H, 2GLL - S, 2GLL - AS, ZBLL - T, ZBLL - U, ZBLL - L
12	18	26.56	30.8			OLL, PLL
36	36	8.89	12.52	13.76	14.93	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, ELL, CLL, CMLL, COLL - H (Doublesune), WV
120	120	12.27	19.34	21.03	23.24	OLL, PLL
60	48	9.35	11.98	12.87	15.69	OLL, PLL, VHLS (intuitive is fine), WV
60	18	6.99	10.09	11.37	11.77	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - H (Doublesune), Edge Control
120	120	12.72	17.34	19.34	20.77	OCLL (the corners part of 2-look OLL), PLL
12	6	9.89	12.87	13	14.99	OLL, PLL
120	120					Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, ZBLL - T, ZBLL - U, ZBLL - L, ZBLL - H, ZBLL - Pi, ZBLL - S, ZBLL - AS, VHLS (intuitive is fine), WV, SV, VLS
120	120					OCLL (the corners part of 2-look OLL)
60	60	8.41	9	11	12	PLL
60	60	14	17	19		EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
12	6	19.63	22.37	23.73	23.33	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL, To be more specific, 2 look OLL and the 21 PLL algs 
48	36	5.32	10	11	11	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - H (Doublesune)
36	24	15.63	26.46	28.97	30.53	OLL, PLL
24	24	7.88	10.98	11.57	12.52	OLL, PLL, CMLL
36	3	13.43	15.5	16.77	18.77	PLL
36	24	12.07	17.3	18.36	19.49	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
	3	15	27	31	34	OLL, PLL, 4 look last layer
48	48	9.55	13.89	15.15	16.37	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - T (Chameleon), COLL - H (Doublesune)
72	60	10.66	12.35	13.66	14.94	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, ELL, VHLS (intuitive is fine), CPLS
48	36	10.44	12.96	13.2	14.3	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - T (Chameleon), COLL - L (Bowtie), COLL - H (Doublesune), VLS
12	6	7.37	10	10.92	12.05	OLL
24	36	4.92	6.71	7.37	8.27	OLL, PLL, ELL, CLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune), 2GLL - T, 2GLL - U, 2GLL - H, 2GLL - Pi, VHLS (intuitive is fine)
48	48	6.81	8.11	9.33	11.67	Just whatever I have for beginners method, OLL, PLL
48	12	5.7	11.17	11.98	12.86	OLL, PLL
48	72	6.1	9.98	10	12	CMLL
72	48	9.04	13.86	14.74	16.19	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno)
5	3	11.38	16.39	17.66	19.49	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - H (Doublesune), COLL - Pi (Bruno)
1	1	42.9	56.8	57.5		Just whatever I have for beginners method
120	72	9	11.16	12.22	13.6	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - S (Sune), COLL - AS (Antisune), Line (1LLL set)
12	12	8.4	10.2	11	11	OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - T (Chameleon)
12	6					Just whatever I have for beginners method, OLL, PLL
24	12	9.26	11.3	12.36	13.5	OLL, PLL
48	48	14				OLL, PLL
72	24	1:09.59	1:27.57	1:37.60		Just whatever I have for beginners method
60	60	4.3	6.25	6.84	7.47	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, ELL, CLL, CMLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune), 2GLL - T, 2GLL - U, 2GLL - L, 2GLL - H, 2GLL - Pi, 2GLL - S, 2GLL - AS, ZBLL - T, ZBLL - U, ZBLL - L, ZBLL - H, ZBLL - Pi, OLLCP (50% or greater), VHLS (intuitive is fine), Magic Wondeful, WV, SV, OLS, other (any), CPLS
36	36	8.77	11.1	12.2	12.8	OLL, PLL
3	6	14.72	17.52	18.25	20.02	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, PLL
6	6	8.28	12.8	14.4	15.7	OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
48	6	9.85	13.65	15.34	16.41	OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
120	72					EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), ELL, CMLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune)
72	72	6.49	10.08	10.8	11.99	EOLL (non-corner-preserving - the edge part of 2-look OLL), PLL, CMLL, WV
36	6	1:03				Just whatever I have for beginners method
12	12					OLL, PLL
60	60					EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
72	72	8.35	11.49	12.52	14.22	OLL, PLL, COLL - H (Doublesune), COLL - S (Sune)
12						Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL)
12	12	16.8	20.69	22.41		OCLL (the corners part of 2-look OLL), PLL
120	60	16.68	18.17	19.1	23.17	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL, CMLL, COLL - T (Chameleon), COLL - L (Bowtie), COLL - H (Doublesune), Incomplete CMLL
1	1	26:27	36:27	25:58		OLL, PLL
36	12	19.3	30.8			OLL, PLL
72	12	12.28	14.79	15.8	18.2	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
18	12	13.21	20.77	21.79		Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
48	18	9.56	12.88	14.41	15.51	OLL, PLL
3	3	22.62	28.39	30.55	32.94	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
36	12	20.02			28.94	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
120	60					Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, ELL, CLL, CMLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune), 2GLL - T, 2GLL - U, 2GLL - L, 2GLL - H, 2GLL - Pi, 2GLL - S, 2GLL - AS, ZBLL - T, ZBLL - U, ZBLL - L, ZBLL - H, ZBLL - Pi, ZBLL - S, ZBLL - AS, ZZLL, VHLS (intuitive is fine), WV, TTLL
6	4	13.17	16.75	18.89	20.39	OCLL (the corners part of 2-look OLL), PLL
48	48	11.4	18.4	18.7	19.9	OLL, PLL
48	48	8.57	10.64	11.66	12.9	CMLL
12	6	13.41	17.78	19.52	19.63	PLL
48	6	16.24	20.31	23.56		Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, PLL
72	60	15	19	21		EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
18	18	22.59	31.79	33.88		Just whatever I have for beginners method, OLL, PLL
60	72	6.34	7.91	8.66	9.2	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - H (Doublesune)
48	36	8.13	11.78	12.55	13.2	PLL, COLL - H (Doublesune), COLL - Pi (Bruno)
24	24	18.08	26.48	28.71	31.66	OLL, PLL
24	24	9.62	13.71	14.62	16.25	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
12	6	19.07	24.07	26.41	28.51	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
72	72	5.43	8.25	9.03	9.65	OLL, PLL
36	36	9.34	14.63			OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
12	12	15.55	17.78	18.47	20.17	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
24	12	19	23			EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - H (Doublesune)
24	24	30.56	40.24	45.87	53.21	OLL, PLL
48	36	9.79	13.58	14.7	16.2	OLL, PLL, COLL - H (Doublesune)
18	12	18.55	23	25	26	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
60	18		25	27	30	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
72	72	21.36	30.16	32.85	37.85	OLL, PLL
18	12	11.6	14.79	16.43		OLL, PLL, CMLL, TLSE
18	12	12.2	18.34			EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
36	36	11.85	14.44	15.96	18.05	OLL, PLL
72	60	5.8	7.81	8.1	8.99	OLL, PLL
24	3	43.69	53.6	1:01.04	1:07.32	OLL, PLL, ELL, CMLL, COLL - U (Headlights), COLL - H (Doublesune), COLL - S (Sune), COLL - AS (Antisune)
36	36	15.08	19.64	19.96		OLL, PLL, COLL - U (Headlights), COLL - S (Sune), COLL - AS (Antisune), WV, TTLL
3	24	14.3	17.5	18.2	20.7	OLL, PLL
24	24	13.64				Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
72	72	4	6	7	8	PLL, ELL, CMLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune), ZBLL - T, ZBLL - U, ZBLL - H, ELS
24	18	9.64	12.73	13.61	15.82	OLL, PLL
60	48	15	18	21	24	Just whatever I have for beginners method, OLL, PLL
48	48	1:20				Just whatever I have for beginners method
60	24	14.42	18.32	19.45	20.74	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
60	6	23.56	29.79	31.69	36.52	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
72	72	5.76	9.2	9.8	10.7	OLL, PLL
72	36	10	16	17		EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, PLL, COLL - U (Headlights), COLL - Pi (Bruno), COLL - S (Sune)
36	36	25.89	31.99	35.72	39.12	OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms)
